airline_sentiment,negativereason,airline,name
negative,Customer Service Issue,US Airways,TullamoreEims
positive,,US Airways,ShiningLghtPE
negative,Lost Luggage,US Airways,itsjustdoc
negative,Customer Service Issue,US Airways,portugrad
negative,Customer Service Issue,US Airways,Jamayka
negative,Lost Luggage,US Airways,itsjustdoc
negative,Cancelled Flight,US Airways,LucyALloyd
positive,,US Airways,imayfan
negative,Customer Service Issue,US Airways,itsjustdoc
negative,Flight Booking Problems,US Airways,AlexRolek
negative,Late Flight,US Airways,laura_crom
negative,Customer Service Issue,US Airways,TheTaxDiva
negative,Customer Service Issue,US Airways,TheTaxDiva
negative,Lost Luggage,US Airways,TheTaxDiva
negative,Customer Service Issue,US Airways,TheTaxDiva
negative,longlines,US Airways,Champa24
neutral,,US Airways,laura_crom
negative,Cancelled Flight,US Airways,laura_crom
positive,,US Airways,northerninsgr
positive,,US Airways,DAngel082
negative,Late Flight,US Airways,DAngel082
negative,Late Flight,US Airways,JasonPlizga
negative,Customer Service Issue,US Airways,crshipferling
negative,Bad Flight,US Airways,TheTaxDiva
positive,,US Airways,Forsyth_Factor
negative,Customer Service Issue,US Airways,jameypricephoto
negative,Lost Luggage,US Airways,juliadavis
negative,Can't Tell,US Airways,Jack_Kairys
neutral,,US Airways,TullamoreEims
negative,Customer Service Issue,US Airways,DAngel082
negative,Customer Service Issue,US Airways,CharNewsJunkie
negative,Cancelled Flight,US Airways,LucyALloyd
negative,Cancelled Flight,US Airways,DaFuente
negative,Bad Flight,US Airways,Champa24
negative,Bad Flight,US Airways,Jack_Kairys
negative,Late Flight,US Airways,sankeshw
negative,Customer Service Issue,US Airways,CharNewsJunkie
negative,Customer Service Issue,US Airways,MarkKersten
negative,Customer Service Issue,US Airways,DonnyYardas
negative,Customer Service Issue,US Airways,sevnthstar
neutral,,US Airways,ashenfaced
negative,Customer Service Issue,American,SweeLoTmac
neutral,,American,LancasterPattie
negative,Bad Flight,American,ELLLORRAC
negative,Flight Booking Problems,American,SweeLoTmac
negative,Late Flight,American,LauraMolito
negative,Flight Booking Problems,American,barbararwill
negative,Customer Service Issue,American,Bossman1908
positive,,American,bharris77
negative,Flight Attendant Complaints,American,TheTPVshow
negative,Can't Tell,American,banderson_1978
neutral,,American,gjeaviation
negative,longlines,American,TheTPVshow
neutral,,American,sammy575
negative,Flight Booking Problems,American,HollyKinnamon
negative,Flight Booking Problems,American,CathiKingWarren
neutral,,American,penyu1818
positive,,American,jamucsb
negative,Customer Service Issue,American,TheOnlyJasonS
negative,Bad Flight,American,drhavoc
neutral,,American,Chandrafaythe
neutral,,American,AesaGaming
negative,Late Flight,American,ImBillNichols
negative,Flight Booking Problems,American,coquichick
neutral,,American,trentgillaspie
positive,,American,JohnMHaaland
negative,Bad Flight,American,PBSamson
neutral,,American,FinEdChat
negative,Customer Service Issue,American,skgiffard
negative,Late Flight,American,JoBarredaV
negative,Cancelled Flight,American,LancasterPattie
positive,,American,dcathomedad
neutral,,American,pokecrastinator
neutral,,American,Qwhocooks
positive,,American,COVRTER
positive,,American,Mtts28
negative,Customer Service Issue,American,law_econ
positive,,American,SusieBarre
neutral,,American,chrissieward71
negative,Customer Service Issue,American,denismishin
negative,Late Flight,American,djjohnpayne
positive,,American,ThisIsKari
negative,Late Flight,American,ELLLORRAC
negative,Cancelled Flight,American,jkordyback
negative,Customer Service Issue,American,Andrew_Wasila
neutral,,American,penyu1818
positive,,American,rakugojon
negative,Late Flight,American,aaronmsantos
negative,Flight Attendant Complaints,American,lilirr
negative,Flight Booking Problems,American,AesaGaming
positive,,American,TheVirtualJosh
negative,Bad Flight,American,ferraro__rocher
positive,,American,MeeestarCoke
positive,,American,THE_amandajean
negative,Customer Service Issue,American,HollyKinnamon
negative,Flight Booking Problems,American,barbararwill
neutral,,American,idk_but_youtube
negative,Bad Flight,American,alicizzle
neutral,,American,pbpinftworth
negative,Late Flight,American,JesicaLSantos
positive,,American,mpresdenver
positive,,American,saianel
negative,Cancelled Flight,American,SusieBarre
positive,,American,oobunillaoo
negative,Can't Tell,American,PBSamson
neutral,,American,waynebevan
negative,Lost Luggage,American,brownsrock
negative,Customer Service Issue,American,jkordyback
negative,Lost Luggage,American,jacquelinewins6
negative,Late Flight,American,aaronmsantos
negative,Lost Luggage,American,jacquelinewins6
negative,Late Flight,American,THE_amandajean
neutral,,American,IoanGil
negative,Cancelled Flight,American,djjohnpayne
positive,,American,pokecrastinator
neutral,,American,sammy575
neutral,,American,mmanny
negative,Bad Flight,American,BartonDVM
negative,Customer Service Issue,American,chagaga2013
negative,Cancelled Flight,American,chagaga2013
negative,Cancelled Flight,American,chagaga2013
neutral,,American,pbpinftworth
negative,Late Flight,American,chagaga2013
positive,,American,alicizzle
neutral,,American,mrespinosa1971
negative,Lost Luggage,American,MrsPang725
negative,Can't Tell,American,EMesaLaw
negative,Customer Service Issue,American,robkoenigld
negative,Customer Service Issue,American,chone1984
negative,Customer Service Issue,American,jacquelinewins6
negative,Bad Flight,American,traveller5207
neutral,,American,LordLasenby
negative,Can't Tell,American,martinesquivel
negative,Cancelled Flight,American,courtfierce
negative,Cancelled Flight,American,TheVirtualJosh
positive,,American,sundialtours
neutral,,American,jjqb1
negative,Cancelled Flight,American,SusieBarre
positive,,American,kdtate
positive,,American,hooton
negative,Cancelled Flight,American,SusieBarre
negative,Lost Luggage,American,DBlock_Official
negative,Late Flight,American,JesicaLSantos
negative,Flight Attendant Complaints,American,StefanNiemczyk
negative,Customer Service Issue,American,jkordyback
negative,Can't Tell,American,gu_runyu
negative,Late Flight,American,mwecker
negative,Customer Service Issue,American,StefanNiemczyk
negative,Customer Service Issue,American,mpresdenver
neutral,,American,StefanNiemczyk
neutral,,American,RobertDwyer
neutral,,American,RobertDwyer
neutral,,American,gu_runyu
neutral,,American,ItsMeLockett
positive,,American,susqhb
negative,Can't Tell,American,RobertDwyer
negative,Lost Luggage,American,paintbranch1398
neutral,,American,treeguy81
positive,,American,GoldensPleasure
positive,,American,Mtts28
positive,,American,ESPartee
negative,longlines,American,cmrqt
negative,Cancelled Flight,American,mmanny
neutral,,American,pokecrastinator
positive,,American,superyan
positive,,American,MeeestarCoke
neutral,,American,pilot991
positive,,American,PappasitosTXMEX
negative,Flight Attendant Complaints,American,BartonDVM
negative,Customer Service Issue,American,andrearamy
negative,Cancelled Flight,American,BartonDVM
neutral,,American,krisdelcampo
negative,Customer Service Issue,American,corinnec
neutral,,American,beckyw618
positive,,American,marypoppings
negative,Cancelled Flight,American,rqualls
negative,Flight Attendant Complaints,American,rqualls
negative,Customer Service Issue,American,nataliewsj
positive,,American,SuperGlueMom
negative,Flight Attendant Complaints,American,weezerandburnie
negative,Customer Service Issue,American,farfalla818
neutral,,American,hooton
negative,Customer Service Issue,American,Flora_Lola_NYC
negative,Cancelled Flight,American,susqhb
neutral,,American,pbpinftworth
negative,Flight Attendant Complaints,American,alinaxkristin
positive,,American,Runts54
negative,Cancelled Flight,American,Pride_MMA
negative,Customer Service Issue,American,AyDiosMio
negative,Customer Service Issue,American,flemmingerin
negative,Customer Service Issue,American,JanssenMA
negative,Customer Service Issue,American,LBernieMeyer
negative,Customer Service Issue,American,SchrierCar
negative,Customer Service Issue,American,salitron78
negative,Flight Attendant Complaints,American,stevereasnors
positive,,American,douglaskgordon
negative,Lost Luggage,American,ohmal
negative,Customer Service Issue,American,KaiserSnowse
positive,,American,byunsamuel
negative,Late Flight,American,beaubertke
negative,longlines,Delta,DetroitRonin
negative,Can't Tell,Delta,ConnieBowman4
negative,Customer Service Issue,American,SweeLoTmac
neutral,,American,LancasterPattie
negative,Can't Tell,American,ELLLORRAC
negative,Can't Tell,American,SweeLoTmac
negative,Late Flight,American,LauraMolito
negative,Flight Booking Problems,American,barbararwill
negative,Late Flight,American,Bossman1908
negative,Cancelled Flight,American,bharris77
negative,Flight Attendant Complaints,American,TheTPVshow
negative,Bad Flight,American,banderson_1978
neutral,,American,gjeaviation
negative,Late Flight,American,TheTPVshow
neutral,,American,sammy575
negative,Customer Service Issue,American,HollyKinnamon
negative,Customer Service Issue,American,CathiKingWarren
neutral,,American,penyu1818
positive,,American,jamucsb
negative,Customer Service Issue,American,TheOnlyJasonS
negative,Bad Flight,American,drhavoc
neutral,,American,Chandrafaythe
neutral,,American,AesaGaming
negative,Bad Flight,American,ImBillNichols
negative,Cancelled Flight,American,coquichick
neutral,,American,trentgillaspie
positive,,American,JohnMHaaland
negative,Bad Flight,American,PBSamson
neutral,,American,FinEdChat
negative,Customer Service Issue,American,skgiffard
negative,Late Flight,American,JoBarredaV
negative,Cancelled Flight,American,LancasterPattie
neutral,,American,dcathomedad
positive,,American,pokecrastinator
neutral,,American,Qwhocooks
positive,,American,COVRTER
positive,,American,Mtts28
negative,Customer Service Issue,American,law_econ
positive,,American,SusieBarre
neutral,,American,chrissieward71
negative,Customer Service Issue,American,denismishin
negative,Late Flight,American,djjohnpayne
neutral,,American,ThisIsKari
negative,Late Flight,American,ELLLORRAC
negative,Cancelled Flight,American,jkordyback
negative,Can't Tell,American,Andrew_Wasila
neutral,,American,penyu1818
positive,,American,rakugojon
negative,Late Flight,American,aaronmsantos
negative,Flight Booking Problems,American,lilirr
neutral,,American,AesaGaming
positive,,American,TheVirtualJosh
negative,Can't Tell,American,ferraro__rocher
positive,,American,MeeestarCoke
positive,,American,THE_amandajean
negative,Customer Service Issue,American,HollyKinnamon
negative,Flight Booking Problems,American,barbararwill
neutral,,American,idk_but_youtube
negative,Cancelled Flight,American,alicizzle
neutral,,American,pbpinftworth
negative,Late Flight,American,JesicaLSantos
positive,,American,mpresdenver
neutral,,American,saianel
negative,Bad Flight,American,SusieBarre
positive,,American,oobunillaoo
negative,Can't Tell,American,PBSamson
neutral,,American,waynebevan
negative,Lost Luggage,American,brownsrock
negative,Customer Service Issue,American,jkordyback
negative,Lost Luggage,American,jacquelinewins6
negative,Late Flight,American,aaronmsantos
negative,Lost Luggage,American,jacquelinewins6
negative,Cancelled Flight,American,THE_amandajean
neutral,,American,IoanGil
negative,Cancelled Flight,American,djjohnpayne
positive,,American,pokecrastinator
neutral,,American,sammy575
negative,Customer Service Issue,American,mmanny
negative,Customer Service Issue,American,BartonDVM
negative,Can't Tell,American,chagaga2013
negative,Cancelled Flight,American,chagaga2013
negative,Cancelled Flight,American,chagaga2013
neutral,,American,pbpinftworth
negative,Late Flight,American,chagaga2013
negative,Late Flight,American,alicizzle
positive,,American,mrespinosa1971
negative,Lost Luggage,American,MrsPang725
negative,Can't Tell,American,EMesaLaw
negative,Customer Service Issue,American,robkoenigld
negative,Customer Service Issue,American,chone1984
negative,Can't Tell,American,jacquelinewins6
negative,Flight Booking Problems,American,traveller5207
positive,,American,LordLasenby
negative,Can't Tell,American,martinesquivel
negative,Cancelled Flight,American,courtfierce
negative,Cancelled Flight,American,TheVirtualJosh
positive,,American,sundialtours
neutral,,American,jjqb1
negative,Cancelled Flight,American,SusieBarre
positive,,American,kdtate
positive,,American,hooton
negative,Cancelled Flight,American,SusieBarre
negative,Damaged Luggage,American,DBlock_Official
negative,Late Flight,American,JesicaLSantos
negative,Flight Attendant Complaints,American,StefanNiemczyk
negative,Customer Service Issue,American,jkordyback
negative,Can't Tell,American,gu_runyu
negative,Late Flight,American,mwecker
negative,Can't Tell,American,StefanNiemczyk
negative,Customer Service Issue,American,mpresdenver
negative,Can't Tell,American,StefanNiemczyk
neutral,,American,RobertDwyer
neutral,,American,RobertDwyer
neutral,,American,gu_runyu
neutral,,American,ItsMeLockett
negative,Late Flight,American,susqhb
negative,Customer Service Issue,American,RobertDwyer
negative,Lost Luggage,American,paintbranch1398
positive,,American,treeguy81
positive,,American,GoldensPleasure
positive,,American,Mtts28
positive,,American,ESPartee
negative,longlines,American,cmrqt
negative,Cancelled Flight,American,mmanny
neutral,,American,pokecrastinator
positive,,American,superyan
neutral,,American,MeeestarCoke
positive,,American,pilot991
positive,,American,PappasitosTXMEX
negative,Can't Tell,American,BartonDVM
negative,Customer Service Issue,American,andrearamy
negative,Flight Attendant Complaints,American,BartonDVM
neutral,,American,krisdelcampo
negative,Customer Service Issue,American,corinnec
positive,,American,beckyw618
positive,,American,marypoppings
negative,Can't Tell,American,rqualls
negative,Flight Attendant Complaints,American,rqualls
negative,Flight Booking Problems,American,nataliewsj
negative,Flight Booking Problems,American,SuperGlueMom
negative,Customer Service Issue,American,weezerandburnie
negative,Cancelled Flight,American,farfalla818
negative,Cancelled Flight,American,hooton
negative,Late Flight,American,Flora_Lola_NYC
negative,Cancelled Flight,American,susqhb
neutral,,American,pbpinftworth
negative,Flight Attendant Complaints,American,alinaxkristin
negative,Flight Booking Problems,American,marianela_mt
positive,,American,ralvesp
negative,Bad Flight,American,weezerandburnie
negative,Can't Tell,American,RossWGibson
negative,Lost Luggage,American,jacquelinewins6
neutral,,American,fromknecht
positive,,American,Runts54
positive,,American,vMongo
negative,Can't Tell,American,JESSICRUNK
negative,Flight Booking Problems,American,kdtate
negative,Late Flight,American,JR_Fett
positive,,American,Runts54
positive,,American,IDontRentPigs
negative,Customer Service Issue,American,fetsyat001
positive,,American,towbinator
neutral,,American,dfwairport
negative,Late Flight,American,Alexx_B_M
positive,,American,dfwairport
neutral,,American,SGomez9606
negative,Bad Flight,American,Alexx_B_M
neutral,,American,marianela_mt
neutral,,American,towbinator
positive,,American,ELLLORRAC
neutral,,American,beckyw618
neutral,,American,RayonHarris
neutral,,American,BriannAtl35
negative,Cancelled Flight,American,lpalumbo
negative,Flight Attendant Complaints,American,weezerandburnie
neutral,,American,RockUrHumanity
negative,Flight Booking Problems,American,amandakryska
neutral,,American,MeeestarCoke
negative,Cancelled Flight,American,marianela_mt
negative,Flight Attendant Complaints,American,weezerandburnie
negative,Bad Flight,American,APOinc
neutral,,American,Jacqueline062
positive,,American,jacquelinewins6
positive,,American,Bishop71Bishop
neutral,,American,ChrisAlanRobin
neutral,,American,immz99
neutral,,American,laurmar737
negative,Customer Service Issue,American,whitejen99
neutral,,American,AirlineAdviser
neutral,,American,ransvoice
neutral,,American,BriannAtl35
neutral,,American,towbinator
negative,Bad Flight,American,LibHig
negative,Can't Tell,American,vysed
negative,Bad Flight,American,kdtate
negative,Late Flight,American,ELLLORRAC
neutral,,American,Bishop71Bishop
positive,,American,JeffTitelius
neutral,,American,RobertDwyer
positive,,American,DanJWillis
negative,Late Flight,American,StrongerOrgs
negative,Can't Tell,American,VeggieWhisperer
neutral,,American,marianela_mt
neutral,,American,bri__m
negative,Customer Service Issue,American,oobunillaoo
negative,Flight Booking Problems,American,PowerSurgeMusic
negative,Late Flight,American,skogsbergh
positive,,American,DarknesProdigy
negative,Lost Luggage,American,joannabananajo
negative,Customer Service Issue,American,ELLLORRAC
negative,Lost Luggage,American,alas3k
negative,Can't Tell,American,fantacychristin
negative,Can't Tell,American,erinfoyLA
negative,Customer Service Issue,American,oobunillaoo
negative,Lost Luggage,American,Kukirani
negative,Customer Service Issue,American,blueswingpark
neutral,,American,oobunillaoo
negative,Customer Service Issue,American,blueswingpark
negative,Customer Service Issue,American,ELLLORRAC
negative,Lost Luggage,American,jacquelinewins6
negative,Late Flight,American,MGregoryBrown
positive,,American,JR_Fett
neutral,,American,AmesB89
neutral,,American,Looluca
negative,Customer Service Issue,American,MyCustoAdvocate
negative,Can't Tell,American,JR_Fett
negative,Flight Attendant Complaints,American,dwjudson
negative,Late Flight,American,dwjudson
neutral,,American,DarknesProdigy
negative,longlines,American,georgetietjen
negative,Cancelled Flight,American,dwjudson
negative,Customer Service Issue,American,m_jl_c
neutral,,American,LSNorwich
neutral,,American,LSNorwich
negative,Flight Booking Problems,American,LSNorwich
negative,Flight Attendant Complaints,American,Flora_Lola_NYC
positive,,American,nicole__cooper
neutral,,American,jacquelinewins6
negative,Late Flight,American,JR_Fett
positive,,American,ShpprMktMichael
negative,Customer Service Issue,American,planedoc71
negative,Can't Tell,American,JR_Fett
negative,Customer Service Issue,American,MauererPower
negative,Customer Service Issue,American,mwecker
neutral,,American,georgetietjen
neutral,,American,nicole__cooper
negative,Late Flight,American,JR_Fett
negative,Late Flight,American,jeremyleewhite
positive,,American,georgetietjen
negative,Lost Luggage,American,jacquelinewins6
positive,,American,ShpprMktMichael
negative,Late Flight,American,coyj1622
neutral,,American,petchmo
neutral,,American,brech7
negative,Can't Tell,American,mwecker
positive,,American,Lauren_Nann
neutral,,American,LSNorwich
negative,Lost Luggage,American,betorides
negative,Late Flight,American,JotakaEaddy
negative,Can't Tell,American,mwecker
neutral,,American,JonKohler
negative,Lost Luggage,American,dianafakhouri
negative,Flight Attendant Complaints,American,mwecker
negative,Customer Service Issue,American,betorides
negative,Late Flight,American,JR_Fett
positive,,American,georgetietjen
negative,Flight Booking Problems,American,jeremyleewhite
negative,Flight Booking Problems,American,LSNorwich
positive,,American,ShpprMktMichael
negative,Late Flight,American,JotakaEaddy
negative,Lost Luggage,American,betorides
neutral,,American,ThotWalking
negative,Bad Flight,American,ThotWalking
neutral,,American,jeremyleewhite
neutral,,American,AmieHCrawford
positive,,American,JohnCFitness
negative,Late Flight,American,ShpprMktMichael
positive,,American,emhammer5805
negative,Lost Luggage,American,JonKohler
neutral,,American,ThotWalking
negative,Bad Flight,American,NicholasAram
neutral,,American,AmieHCrawford
neutral,,American,MiddleSeatView
negative,Flight Booking Problems,American,jeremyleewhite
negative,Bad Flight,American,NicholasAram
neutral,,American,hungariannomad
negative,Bad Flight,American,JR_Fett
negative,Late Flight,American,ryan22042
negative,Bad Flight,American,beantownmatty
positive,,American,beantownmatty
negative,Customer Service Issue,American,ChellyChelly
neutral,,American,bsauce2011
positive,,American,rundallas57
negative,Customer Service Issue,American,bsauce2011
negative,Bad Flight,American,ChellyChelly
negative,Flight Booking Problems,American,ChellyChelly
neutral,,American,beantownmatty
negative,Flight Attendant Complaints,American,EMesaLaw
negative,Can't Tell,American,EMesaLaw
positive,,American,Daphnewayans
neutral,,American,bsauce2011
neutral,,American,oobunillaoo
negative,Bad Flight,American,Rachelgaffney
negative,Customer Service Issue,American,bsauce2011
positive,,American,chadstallion
negative,Customer Service Issue,American,KyleFerrel
negative,Customer Service Issue,American,ChellyChelly
negative,Late Flight,American,beantownmatty
positive,,American,MareishaWinters
neutral,,American,bsauce2011
negative,Customer Service Issue,American,bsauce2011
negative,Late Flight,American,beantownmatty
neutral,,American,WhatSarahSayzz
positive,,American,Rachelgaffney
negative,Can't Tell,American,Dumas2TTG
neutral,,American,RockUrHumanity
negative,Late Flight,American,Dumas2TTG
positive,,American,barrysterling
negative,Bad Flight,American,beantownmatty
positive,,American,THE_amandajean
negative,Customer Service Issue,American,mirandaash
neutral,,American,oobunillaoo
positive,,American,dwjudson
neutral,,American,oobunillaoo
neutral,,American,RockUrHumanity
negative,Can't Tell,American,Dumas2TTG
neutral,,American,THE_amandajean
negative,Customer Service Issue,American,mirandaash
negative,Customer Service Issue,American,ELLLORRAC
neutral,,American,oobunillaoo
positive,,American,derrekhull
neutral,,American,derrekhull
neutral,,American,oobunillaoo
negative,Customer Service Issue,American,mirandaash
positive,,American,LisaMitchL
negative,Bad Flight,American,Aero0729
neutral,,American,unBRokEn_faith
negative,Bad Flight,American,Aero0729
negative,Bad Flight,American,jamiecook79
negative,Bad Flight,American,Aero0729
negative,Flight Attendant Complaints,American,msolor
negative,Lost Luggage,American,caprisuncerys
positive,,American,aprilteybrown
negative,Can't Tell,American,dwjudson
negative,Flight Attendant Complaints,American,dwjudson
negative,Can't Tell,American,dwjudson
negative,Late Flight,American,DonnyrMartin
negative,Flight Attendant Complaints,American,dwjudson
positive,,American,vicmeister
positive,,American,barrysterling
positive,,American,RobinaBennett
neutral,,American,VanekSue
neutral,,American,lindsey_kolb
positive,,American,barrysterling
negative,Customer Service Issue,American,bcruz1028
neutral,,American,superyan
negative,Customer Service Issue,American,JigsawLounge
neutral,,American,VanekSue
neutral,,American,ToxicLayge
negative,Flight Attendant Complaints,American,joylauren3
negative,Flight Attendant Complaints,American,jash01
negative,Cancelled Flight,American,Marci_DZ
negative,Can't Tell,American,alinaxkristin
neutral,,American,vicmeister
positive,,American,eec215
negative,Late Flight,American,rduffy487
negative,Customer Service Issue,American,rduffy487
negative,Late Flight,American,TameaA
positive,,American,vickky1319
negative,Customer Service Issue,American,JamesDegelder
neutral,,American,garmac87
neutral,,American,ToxicLayge
negative,Flight Booking Problems,American,jhamby1
negative,Flight Booking Problems,American,vicmeister
negative,Customer Service Issue,American,jhamby1
negative,Can't Tell,American,perelmuterm
negative,Bad Flight,American,perelmuterm
negative,Customer Service Issue,American,jhamby1
neutral,,American,MarkJDiSalvo
neutral,,American,NJupdates247
neutral,,American,NJupdates247
neutral,,American,MarkJDiSalvo
negative,Customer Service Issue,American,ianbeyer
negative,Damaged Luggage,American,JamesDegelder
negative,Customer Service Issue,American,ianbeyer
positive,,American,rkflyga
neutral,,American,ianbeyer
negative,Customer Service Issue,American,ianbeyer
negative,Can't Tell,American,Fede_123
neutral,,American,MarkJDiSalvo
positive,,American,rkflyga
negative,Flight Attendant Complaints,American,weezerandburnie
negative,Can't Tell,American,perelmuterm
neutral,,American,MarkJDiSalvo
negative,Customer Service Issue,American,richardgru
neutral,,American,iSmellNothing
negative,Customer Service Issue,American,diegolrz
negative,Customer Service Issue,American,GREATNESSEOA
negative,Bad Flight,American,wbarkema
negative,Late Flight,American,diegolrz
negative,Customer Service Issue,American,GREATNESSEOA
negative,Customer Service Issue,American,GREATNESSEOA
negative,Can't Tell,American,GREATNESSEOA
negative,Bad Flight,American,wbarkema
neutral,,American,GREATNESSEOA
negative,Customer Service Issue,American,CampOwl
positive,,American,GREATNESSEOA
negative,Can't Tell,American,GREATNESSEOA
negative,Can't Tell,American,wbarkema
neutral,,American,wbarkema
negative,Lost Luggage,American,CamaroGuySteve
neutral,,American,wbarkema
negative,Lost Luggage,American,CamaroGuySteve
negative,Lost Luggage,American,CamaroGuySteve
negative,Customer Service Issue,American,Fede_123
neutral,,American,wbarkema
negative,Customer Service Issue,American,sirmunchie
neutral,,American,CamaroGuySteve
negative,Customer Service Issue,American,SamuelMondo
negative,Customer Service Issue,American,SamuelMondo
negative,Lost Luggage,American,CamaroGuySteve
negative,Cancelled Flight,American,wbarkema
negative,Bad Flight,American,SamuelMondo
negative,Customer Service Issue,American,SamuelMondo
neutral,,American,JayFranceschi
neutral,,American,Cecilia_stories
neutral,,American,chasefoster
negative,Lost Luggage,American,CamaroGuySteve
negative,Customer Service Issue,American,SamuelMondo
negative,longlines,American,JayFranceschi
negative,Customer Service Issue,American,sirmunchie
negative,Flight Attendant Complaints,American,SouthSeth
neutral,,American,chasefoster
negative,Lost Luggage,American,CamaroGuySteve
negative,longlines,American,JayFranceschi
negative,Customer Service Issue,American,AnnaIntheCity
negative,Flight Attendant Complaints,American,CamaroGuySteve
negative,Flight Attendant Complaints,American,CamaroGuySteve
neutral,,American,chasefoster
negative,Lost Luggage,American,sannimaarit
negative,Customer Service Issue,American,CamaroGuySteve
negative,Late Flight,American,chasefoster
neutral,,American,DontenPhoto
negative,Late Flight,American,chasefoster
negative,Customer Service Issue,American,queenwitchiepoo
positive,,American,sannimaarit
neutral,,American,sannimaarit
negative,Can't Tell,American,Jasra_G
neutral,,American,Joanna_Malek
negative,Lost Luggage,American,Joanna_Malek
negative,Customer Service Issue,American,PimpianaJones
neutral,,American,747Captain
negative,Can't Tell,American,Slacksoft_uk
neutral,,American,WCARN_NEWS
negative,Bad Flight,American,fuzzygoats
negative,Customer Service Issue,American,melindaeasley
negative,Bad Flight,American,cootiepoop
negative,Customer Service Issue,American,brentwit
negative,Cancelled Flight,American,Tumzine
negative,Lost Luggage,American,Polarbert
negative,Customer Service Issue,American,Tumzine
negative,Can't Tell,American,Pride_MMA
negative,Cancelled Flight,American,Tumzine
positive,,American,nembro78
negative,Lost Luggage,American,AMoChapman
positive,,American,adamczuk
negative,Can't Tell,American,blueswingpark
negative,Cancelled Flight,American,KyleFerrel
negative,Cancelled Flight,American,Pride_MMA
negative,Customer Service Issue,American,KyleFerrel
negative,Flight Attendant Complaints,American,KyleFerrel
negative,Can't Tell,American,TinaHovsepian
negative,Customer Service Issue,American,jdl_il
negative,Customer Service Issue,American,TinaHovsepian
negative,Lost Luggage,American,TinaHovsepian
negative,Lost Luggage,American,TinaHovsepian
negative,Late Flight,American,ParttyM
negative,Customer Service Issue,American,KyleFerrel
negative,Can't Tell,American,danilo23donna
negative,Can't Tell,American,blueswingpark
neutral,,American,SweetKirabella
neutral,,American,lizzybethc
negative,Can't Tell,American,SweetKirabella
negative,longlines,American,danilo23donna
neutral,,American,HaleyHadlock
negative,Lost Luggage,American,blueswingpark
negative,Customer Service Issue,American,jdl_il
negative,Customer Service Issue,American,danilo23donna
negative,Customer Service Issue,American,tennesseejc
neutral,,American,tennesseejc
negative,Customer Service Issue,American,mycreativespark
negative,Can't Tell,American,GarrettBogar
negative,Customer Service Issue,American,tennesseejc
negative,Customer Service Issue,American,mycreativespark
negative,Customer Service Issue,American,tennesseejc
neutral,,American,Steponme
negative,Cancelled Flight,American,tennesseejc
negative,Can't Tell,American,sherscott
negative,Lost Luggage,American,sherscott
negative,Customer Service Issue,American,danilo23donna
negative,Can't Tell,American,ninjamagic17
negative,Cancelled Flight,American,danilo23donna
negative,Lost Luggage,American,sherscott
negative,Lost Luggage,American,andrearochford
neutral,,American,sherscott
neutral,,American,Steponme
negative,Cancelled Flight,American,UncleDomDom
negative,Late Flight,American,Steponme
positive,,American,sherscott
positive,,American,sherscott
negative,Customer Service Issue,American,uneek1908
negative,Cancelled Flight,American,UncleDomDom
negative,Customer Service Issue,American,Steponme
negative,Can't Tell,American,UncleDomDom
negative,Flight Booking Problems,American,meg4miles
negative,Can't Tell,American,meg4miles
positive,,American,jbs94123
negative,Customer Service Issue,American,richfreed
negative,Late Flight,American,JamiraBurley
negative,Customer Service Issue,American,richfreed
negative,Lost Luggage,American,pattiylandry
negative,longlines,American,TweetyDave
negative,Customer Service Issue,American,richfreed
negative,Cancelled Flight,American,HeatPrincess305
negative,Can't Tell,American,LeluBlesa
neutral,,American,The_Playmaker20
negative,Customer Service Issue,American,CinemaTim
positive,,American,Luke_Asper
positive,,American,The_Playmaker20
neutral,,American,JTWolf7
positive,,American,MDTwankyTwank
negative,Customer Service Issue,American,pattiylandry
negative,Bad Flight,American,HaleyHadlock
negative,Damaged Luggage,American,JTWolf7
positive,,American,lballsy
negative,Customer Service Issue,American,richfreed
positive,,American,emrey35
negative,Customer Service Issue,American,faisal_tayebjee
negative,Lost Luggage,American,CinemaTim
negative,Customer Service Issue,American,alexbuffer
negative,Customer Service Issue,American,LeluBlesa
negative,Can't Tell,American,nf14jk
positive,,American,samcurly
negative,Customer Service Issue,American,Dani_Haigh
negative,Can't Tell,American,FAiRChicago
negative,Can't Tell,American,Roope00
positive,,American,The_Playmaker20
negative,Flight Booking Problems,American,carlw1980
neutral,,American,lballsy
negative,Customer Service Issue,American,sirblacktoast
negative,Can't Tell,American,KyleKaplan
negative,Can't Tell,American,emrey35
neutral,,American,FOHeming
neutral,,American,talonclaw126
positive,,American,Roope00
positive,,American,The_Playmaker20
negative,Damaged Luggage,American,JTWolf7
positive,,American,gerri_elliott
negative,Customer Service Issue,American,marcy_test
negative,Customer Service Issue,American,emrey35
neutral,,American,marcy_test
negative,Customer Service Issue,American,GarrettBogar
negative,Flight Booking Problems,American,samcurly
negative,Cancelled Flight,American,uneek1908
negative,Flight Booking Problems,American,Onna_Del_Rey
positive,,American,FOHeming
neutral,,American,uneek1908
neutral,,American,CineDrones
neutral,,American,talonclaw126
negative,Can't Tell,American,Lauren_Nann
negative,Late Flight,American,Charles_Joly
negative,Lost Luggage,American,sannimaarit
neutral,,American,jordnnicole7
